Date,TMax,TMin,TAvg,TDep,HDD,CDD,Precip,NewSnow,SnowDepth
2010-11-15,79,57,68.0,14.4,0,3,0.00,0.0,0
2010-11-16,77,48,62.5,9.2,2,0,0.00,0.0,0
2010-11-17,75,40,57.5,4.6,7,0,0.00,0.0,0
2010-11-18,64,37,50.5,-2.1,14,0,0.00,0.0,0
2010-11-19,56,45,50.5,-1.8,14,0,0.19,0.0,0
2010-11-20,52,42,47.0,-5.0,18,0,0.57,0.0,0
2010-11-21,54,41,47.5,-4.1,17,0,0.20,0.0,0
2010-11-22,56,43,49.5,-1.8,15,0,0.01,0.0,0
2010-11-23,53,34,43.5,-7.5,21,0,0.18,0.0,0
2010-11-24,51,30,40.5,-10.2,24,0,0.00,0.0,0
2010-11-25,51,28,39.5,-10.9,25,0,0.00,0.0,0
2010-11-26,54,30,42.0,-8.1,23,0,0.00,0.0,0
2010-11-27,53,40,46.5,-3.4,18,0,0.22,0.0,0
2010-11-28,54,30,42.0,-7.6,23,0,0.00,M,0
2010-11-29,53,29,41.0,-8.4,24,0,0.00,0.0,0
2010-11-30,52,30,41.0,-8.1,24,0,0.00,0.0,0
2010-12-01,57,31,44.0,-4.9,21,0,0.00,0.0,0
2010-12-02,58,35,46.5,-2.2,18,0,T,0.0,0
2010-12-03,54,45,49.5,1.1,15,0,0.00,0.0,0
2010-12-04,62,47,54.5,6.3,10,0,0.02,0.0,0
2010-12-05,68,47,57.5,9.5,7,0,0.22,0.0,0
2010-12-06,64,45,54.5,6.6,10,0,0.09,0.0,0
2010-12-07,64,39,51.5,3.8,13,0,0.00,0.0,0
2010-12-08,57,46,51.5,4.0,13,0,0.40,0.0,0
2010-12-09,64,52,58.0,10.6,7,0,0.08,0.0,0
2010-12-10,65,54,59.5,12.2,5,0,0.00,0.0,0
2010-12-11,68,52,60.0,12.9,5,0,0.00,0.0,0
2010-12-12,59,52,55.5,8.5,9,0,0.00,0.0,0
2010-12-13,55,50,52.5,5.6,12,0,0.00,0.0,0
2010-12-14,59,50,54.5,7.7,10,0,0.28,0.0,0
2010-12-15,55,37,46.0,-0.7,19,0,0.00,0.0,0
2010-12-16,54,32,43.0,-3.6,22,0,0.03,0.0,0
2010-12-17,56,44,50.0,3.4,15,0,0.30,0.0,0
2010-12-18,61,54,57.5,11.0,7,0,0.10,0.0,M
2010-12-19,59,49,54.0,7.6,11,0,1.13,0.0,0
2010-12-20,54,40,47.0,0.6,18,0,T,0.0,0
2010-12-21,59,37,48.0,1.7,17,0,0.04,0.0,0
2010-12-22,58,47,52.5,6.2,12,0,0.11,0.0,0
2010-12-23,58,37,47.5,1.2,17,0,0.00,0.0,0
2010-12-24,59,35,47.0,0.8,18,0,0.00,0.0,0
2010-12-25,58,42,50.0,3.8,15,0,0.43,0.0,0
2010-12-26,58,37,47.5,1.3,17,0,0.00,0.0,0
2010-12-27,57,40,48.5,2.3,16,0,T,0.0,0
2010-12-28,53,44,48.5,2.3,16,0,0.55,0.0,0
2010-12-29,54,37,45.5,-0.7,19,0,0.20,0.0,0
2010-12-30,52,28,40.0,-6.2,25,0,0.00,0.0,0
2010-12-31,48,29,38.5,-7.7,26,0,T,0.0,0
2011-01-01,50,42,46.0,-0.2,19,0,0.24,0.0,0
2011-01-02,51,44,47.5,1.3,17,0,0.13,0.0,0
2011-01-03,50,37,43.5,-2.7,21,0,0.00,0.0,0
2011-01-04,53,32,42.5,-3.7,22,0,0.00,0.0,0
2011-01-05,54,31,42.5,-3.7,22,0,0.00,0.0,0
2011-01-06,43,31,37.0,-9.2,28,0,0.00,0.0,0
2011-01-07,44,31,37.5,-8.7,27,0,0.00,0.0,0
