Date,TMax,TMin,TAvg,TDep,HDD,CDD,Precip,station
2013-03-29,76,47,61.5,7.9,3,0,0.00,2.0
2013-03-30,67,50,58.5,4.8,6,0,0.09,2.0
2013-03-31,61,49,55.0,1.3,10,0,0.96,2.0
2013-04-01,64,46,55.0,1.2,10,0,0.01,2.0
2013-04-02,68,43,55.5,1.6,9,0,0.00,2.0
2013-04-03,74,48,61.0,7.0,4,0,0.00,2.0
2013-04-04,59,49,54.0,-0.1,11,0,0.94,2.0
2013-04-05,64,50,57.0,2.8,8,0,0.08,2.0
2013-04-06,68,52,60.0,5.7,5,0,0.02,2.0
2013-04-07,64,48,56.0,1.6,9,0,0.06,2.0
2013-04-08,68,45,56.5,2.0,8,0,0.00,2.0
2013-04-09,77,44,60.5,5.9,4,0,0.00,2.0
2013-04-10,85,47,66.0,11.3,0,1,0.00,2.0
2013-04-11,75,47,61.0,6.1,4,0,0.00,2.0
2013-04-12,77,42,59.5,4.5,5,0,0.00,2.0
2013-04-13,74,42,58.0,2.9,7,0,0.00,2.0
2013-04-14,72,45,58.5,3.2,6,0,0.00,2.0
2013-04-15,61,42,51.5,-3.9,13,0,0.00,2.0
2013-04-16,69,42,55.5,0.0,9,0,0.00,2.0
2013-04-17,72,41,56.5,0.8,8,0,0.00,2.0
2013-04-18,78,41,59.5,3.6,5,0,0.00,2.0
2013-04-19,81,42,61.5,5.5,3,0,0.00,2.0
2013-04-20,81,49,65.0,8.8,0,0,0.00,2.0
2013-04-21,87,43,65.0,8.7,0,0,0.00,2.0
2013-04-22,91,50,70.5,14.0,0,6,0.00,2.0
2013-04-23,83,46,64.5,7.9,0,0,0.00,2.0
2013-04-24,63,45,54.0,-2.8,11,0,0.00,2.0
2013-04-25,67,47,57.0,0.0,8,0,0.00,2.0
2013-04-26,70,43,56.5,-0.6,8,0,0.00,2.0
2013-04-27,76,46,61.0,3.7,4,0,0.00,2.0
2013-04-28,86,41,63.5,6.0,1,0,0.00,2.0
2013-04-29,90,51,70.5,12.9,0,6,0.00,2.0
2013-04-30,88,51,69.5,11.7,0,5,0.00,2.0
2013-05-01,90,49,69.5,11.5,0,5,0.00,2.0
2013-05-02,91,42,66.5,8.3,0,2,0.00,2.0
2013-05-03,91,44,67.5,9.2,0,3,0.00,2.0
2013-05-04,89,44,66.5,8.0,0,2,0.00,2.0
2013-05-05,64,55,59.5,0.9,5,0,0.001,2.0
