Date,TMax,TMin,TAvg,TDep,HDD,CDD,Precip,station
2018-01-07,65,45,55.0,3.6,10,0,0.01,4.0
2018-01-08,59,52,55.5,4.0,9,0,1.70,4.0
2018-01-09,59,56,57.5,6.0,7,0,1.36,4.0
2018-01-10,59,43,51.0,-0.6,14,0,0.01,4.0
2018-01-11,65,45,55.0,3.4,10,0,0.001,4.0
2018-01-12,75,45,60.0,8.3,5,0,0.00,4.0
2018-01-13,72,41,56.5,4.8,8,0,0.00,4.0
2018-01-14,74,41,57.5,5.7,7,0,0.00,4.0
2018-01-15,66,47,56.5,4.6,8,0,0.00,4.0
2018-01-16,66,47,56.5,4.6,8,0,0.00,4.0
2018-01-17,69,47,58.0,6.0,7,0,0.00,4.0
2018-01-18,69,47,58.0,6.0,7,0,0.11,4.0
2018-01-19,61,47,54.0,1.9,11,0,0.06,4.0
2018-01-20,60,36,48.0,-4.2,17,0,0.001,4.0
2018-01-21,57,38,47.5,-4.7,17,0,0.001,4.0
2018-01-22,60,47,53.5,1.2,11,0,0.40,4.0
2018-01-23,63,41,52.0,-0.4,13,0,0.01,4.0
2018-01-24,58,41,49.5,-2.9,15,0,0.15,4.0
2018-01-25,59,41,50.0,-2.5,15,0,0.39,4.0
2018-01-26,59,39,49.0,-3.6,16,0,0.01,4.0
2018-01-27,66,40,53.0,0.4,12,0,0.001,4.0
2018-01-28,73,38,55.5,2.8,9,0,0.00,4.0
2018-01-29,72,42,57.0,4.3,8,0,0.001,4.0
2018-01-30,70,45,57.5,4.7,7,0,0.00,4.0
2018-01-31,71,42,56.5,3.6,8,0,0.00,4.0
2018-02-01,74,42,58.0,5.1,7,0,0.00,4.0
2018-02-02,75,42,58.5,5.5,6,0,0.00,4.0
2018-02-03,79,47,63.0,9.9,2,0,0.00,4.0
2018-02-04,75,46,60.5,7.4,4,0,0.00,4.0
2018-02-05,72,46,59.0,5.8,6,0,0.00,4.0
2018-02-06,79,46,62.5,9.2,2,0,0.00,4.0
2018-02-07,76,44,60.0,6.7,5,0,0.00,4.0
2018-02-08,77,43,60.0,6.6,5,0,0.00,4.0
2018-02-09,73,46,59.5,6.1,5,0,0.00,4.0
2018-02-10,73,44,58.5,5.0,6,0,0.00,4.0
2018-02-11,73,39,56.0,2.4,9,0,0.00,4.0
2018-02-12,64,40,52.0,-1.6,13,0,0.00,4.0
2018-02-13,67,40,53.5,-0.2,11,0,0.00,4.0
2018-02-14,70,42,56.0,2.3,9,0,0.00,4.0
2018-02-15,69,39,54.0,0.2,11,0,0.00,4.0
2018-02-16,68,34,51.0,-2.9,14,0,0.00,4.0
2018-02-17,68,39,53.5,-0.4,11,0,0.00,4.0
2018-02-18,64,42,53.0,-1.0,12,0,0.01,4.0
2018-02-19,59,35,47.0,-7.0,18,0,0.001,4.0
2018-02-20,55,33,44.0,-10.1,21,0,0.01,4.0
2018-02-21,58,33,45.5,-8.6,19,0,0.01,4.0
2018-02-22,62,38,50.0,-4.2,15,0,0.01,4.0
2018-02-23,59,32,45.5,-8.7,19,0,0.00,4.0
2018-02-24,62,31,46.5,-7.8,18,0,0.00,4.0
2018-02-25,64,35,49.5,-4.8,15,0,0.00,4.0
2018-02-26,60,43,51.5,-2.9,13,0,0.23,4.0
2018-02-27,59,41,50.0,-4.4,15,0,0.05,4.0
2018-02-28,57,33,45.0,-9.5,20,0,0.00,4.0
2018-03-01,55,51,53.0,-1.6,12,0,1.31,4.0
2018-03-02,55,39,47.0,-7.6,18,0,0,4.0
2018-03-03,59,36,47.5,-7.2,17,0,0,4.0
2018-03-04,67,32,49.5,-5.2,15,0,0,4.0
2018-03-05,71,38,54.5,-0.3,10,0,0,4.0
2018-03-06,71,32,51.5,-3.3,13,0,0,4.0
2018-03-07,72,52,62.0,7.1,3,0,0,4.0
2018-03-08,72,46,59.0,4.1,6,0,0.02,4.0
2018-03-09,70,47,58.5,3.5,6,0,0.00,4.0
2018-03-10,61,43,52.0,-3.0,13,0,0.06,4.0
2018-03-11,73,43,58.0,2.9,7,0,0.00,4.0
2018-03-12,68,46,57.0,1.9,8,0,0.05,4.0
2018-03-13,60,56,58.0,2.8,7,0,0.87,4.0
2018-03-14,58,48,53.0,-2.2,12,0,0.20,4.0
2018-03-15,58,38,48.0,-7.3,17,0,0.35,4.0
2018-03-16,58,49,53.5,-1.9,11,0,0.34,4.0
2018-03-17,59,41,50.0,-5.4,15,0,0.54,4.0
2018-03-18,57,35,46.0,-9.5,19,0,0.03,4.0
2018-03-19,69,37,53.0,-2.5,12,0,0.001,4.0
2018-03-20,68,50,59.0,3.4,6,0,0.52,4.0
2018-03-21,61,51,56.0,0.3,9,0,1.84,4.0
2018-03-22,62,55,58.5,2.8,6,0,0.68,4.0
2018-03-23,60,33,46.5,-9.3,18,0,0,4.0
2018-03-24,62,34,48.0,-7.9,17,0,0.05,4.0
2018-03-25,0,0,0,0,0,0,0,4.0
2018-03-26,69,36,52.5,-3.5,12,0,0.03,4.0
2018-03-27,68,41,54.5,-1.6,10,0,0.00,4.0
2018-03-28,73,44,58.5,2.3,6,0,0.00,4.0
2018-03-29,80,47,63.5,7.3,1,0,0.00,4.0
2018-03-30,83,50,66.5,10.2,0,2,0.00,4.0
2018-03-31,72,46,59.0,2.6,6,0,0.00,4.0
2018-04-01,69,51,60.0,3.5,5,0,0.00,4.0
2018-04-02,72,45,58.5,1.9,6,0,0,4.0
2018-04-03,70,49,59.5,2.9,5,0,0,4.0
2018-04-04,66,50,58.0,1.3,7,0,0,4.0
2018-04-05,62,57,59.5,2.7,5,0,0,4.0
2018-04-06,69,56,62.5,5.6,2,0,0,4.0
2018-04-07,74,48,61.0,4.0,4,0,0,4.0
2018-04-08,74,45,59.5,2.4,5,0,3.33,4.0
2018-04-09,83,45,64.0,6.8,1,0,0.00,4.0
2018-04-10,82,53,67.5,10.2,0,3,0.00,4.0
2018-04-11,68,47,57.5,0.2,7,0,0.00,4.0
2018-04-12,69,45,57.0,-0.4,8,0,0.20,4.0
2018-04-13,75,45,60.0,2.5,5,0,0.00,4.0
2018-04-14,83,49,66.0,8.4,0,1,0,4.0
2018-04-15,71,51,61.0,3.3,4,0,0.00,4.0
2018-04-16,63,48,55.5,-2.3,9,0,0.45,4.0
2018-04-17,69,44,56.5,-1.4,8,0,0.001,4.0
2018-04-18,70,46,58.0,0.0,7,0,0.00,4.0
2018-04-19,75,46,60.5,2.4,4,0,0.00,4.0
2018-04-20,72,46,59.0,0.8,6,0,0,4.0
2018-04-21,84,52,68.0,9.8,0,3,0,4.0
2018-04-22,87,46,66.5,8.2,0,2,0.00,4.0
2018-04-23,87,46,66.5,8.1,0,2,0.00,4.0
2018-04-24,70,56,63.0,4.5,2,0,0.00,4.0
2018-04-25,68,56,62.0,3.4,3,0,0,4.0
2018-04-26,72,53,62.5,3.8,2,0,0.00,4.0
2018-04-27,74,52,63.0,4.2,2,0,0.00,4.0
2018-04-28,73,51,62.0,3.1,3,0,0.00,4.0
2018-04-29,75,52,63.5,4.6,1,0,0.00,4.0
2018-04-30,75,51,63.0,4.0,2,0,0.00,4.0
2018-05-01,75,50,62.5,3.4,2,0,0.00,4.0
2018-05-02,70,54,62.0,2.8,3,0,0.00,4.0
2018-05-03,75,54,64.5,5.2,0,0,0.001,4.0
2018-05-04,80,53,66.5,7.1,0,2,0.001,4.0
2018-05-05,80,56,68.0,8.6,0,3,0.00,4.0
2018-05-06,72,56,64.0,4.5,1,0,0.00,4.0
2018-05-07,74,53,63.5,3.9,1,0,0.00,4.0
2018-05-08,72,54,63.0,3.3,2,0,0.00,4.0
2018-05-09,80,57,68.5,8.7,0,4,0.00,4.0
2018-05-10,81,55,68.0,8.1,0,3,0.00,4.0
2018-05-11,78,55,66.5,6.6,0,2,0.00,4.0
2018-05-12,64,51,57.5,-2.5,7,0,0.00,4.0
2018-05-13,74,57,65.5,5.4,0,1,0.00,4.0
2018-05-14,74,53,63.5,3.3,1,0,0.00,4.0
2018-05-15,74,59,66.5,6.2,0,2,0.00,4.0
2018-05-16,75,52,63.5,3.1,1,0,0.001,4.0
2018-05-17,73,51,62.0,1.5,3,0,0.00,4.0
2018-05-18,80,61,70.5,10.0,0,6,0.00,4.0
2018-05-19,0,0,0,0,0,0,0.00,4.0
2018-05-20,71,56,63.5,2.8,1,0,0.00,4.0
2018-05-21,0,0,0,0,0,0,0,4.0
2018-05-22,71,55,63.0,2.1,2,0,0.00,4.0
2018-05-23,66,55,60.5,-0.5,4,0,0.01,4.0
2018-05-24,66,52,59.0,-2.1,6,0,0.001,4.0
2018-05-25,65,50,57.5,-3.7,7,0,0.03,4.0
2018-05-26,67,55,61.0,-0.3,4,0,0.001,4.0
2018-05-27,69,48,58.5,-2.9,6,0,0.00,4.0
2018-05-28,74,51,62.5,1.0,2,0,0.001,4.0
2018-05-29,70,53,61.5,-0.1,3,0,0.001,4.0
2018-05-30,72,51,61.5,-0.2,3,0,0.00,4.0
2018-05-31,69,48,58.5,-3.3,6,0,0.00,4.0
2018-06-01,81,46,63.5,1.6,1,0,0.001,4.0
2018-06-02,85,51,68.0,6.0,0,3,0.00,4.0
2018-06-03,85,51,68.0,5.9,0,3,0.00,4.0
2018-06-04,78,51,64.5,2.3,0,0,0.001,4.0
2018-06-05,0,0,0,0,0,0,0,4.0
2018-06-06,75,45,60.0,-2.4,5,0,0.00,4.0
2018-06-07,77,49,63.0,0.5,2,0,0.00,4.0
2018-06-08,76,48,62.0,-0.6,3,0,0.00,4.0
2018-06-09,74,53,63.5,0.8,1,0,0.00,4.0
2018-06-10,82,47,64.5,1.7,0,0,0.00,4.0
2018-06-11,79,49,64.0,1.1,1,0,0.00,4.0
2018-06-12,0,0,0,0,0,0,0,4.0
2018-06-13,81,52,66.5,3.4,0,2,0.00,4.0
2018-06-14,70,53,61.5,-1.7,3,0,0.00,4.0
2018-06-15,0,0,0,0,0,0,0,4.0
2018-06-16,65,54,59.5,-3.9,5,0,0.02,4.0
2018-06-17,67,53,60.0,-3.5,5,0,0.01,4.0
2018-06-18,73,56,64.5,1.0,0,0,0.001,4.0
2018-06-19,76,54,65.0,1.4,0,0,0.00,4.0
2018-06-20,76,53,64.5,0.8,0,0,0.00,4.0
2018-06-21,76,48,62.0,-1.8,3,0,0.001,4.0
2018-06-22,77,52,64.5,0.6,0,0,0.001,4.0
2018-06-23,77,52,64.5,0.6,0,0,0,4.0
2018-06-24,80,52,66.0,2.0,0,1,0.001,4.0
2018-06-25,0,0,0,0,0,0,0,4.0
2018-06-26,72,53,62.5,-1.6,2,0,0.00,4.0
2018-06-27,68,54,61.0,-3.2,4,0,0.00,4.0
2018-06-28,75,55,65.0,0.8,0,0,0.00,4.0
2018-06-29,71,52,61.5,-2.8,3,0,0.00,4.0
2018-06-30,69,51,60.0,-4.3,5,0,0.00,4.0
2018-07-01,67,56,61.5,-2.9,3,0,0.00,4.0
2018-07-02,68,58,63.0,-1.4,2,0,0.00,4.0
2018-07-03,67,58,62.5,-1.9,2,0,0.001,4.0
2018-07-04,71,54,62.5,-2.0,2,0,0.00,4.0
2018-07-05,78,50,64.0,-0.5,1,0,0.00,4.0
2018-07-06,97,59,78.0,13.5,0,13,0.00,4.0
2018-07-07,81,57,69.0,4.4,0,4,0.00,4.0
2018-07-08,83,55,69.0,4.4,0,4,0.00,4.0
2018-07-09,86,53,69.5,4.9,0,5,0.00,4.0
2018-07-10,88,56,72.0,7.4,0,7,0.00,4.0
2018-07-11,84,55,69.5,4.9,0,5,0.00,4.0
2018-07-12,71,57,64.0,-0.6,1,0,0.00,4.0
2018-07-13,76,59,67.5,2.9,0,3,0.00,4.0
2018-07-14,76,59,67.5,2.8,0,3,0.00,4.0
2018-07-15,76,56,66.0,1.3,0,1,0.00,4.0
2018-07-16,76,56,66.0,1.3,0,1,0.001,4.0
2018-07-17,73,56,64.5,-0.2,0,0,0.00,4.0
2018-07-18,73,56,64.5,-0.2,0,0,0.00,4.0
2018-07-19,75,57,66.0,1.3,0,1,0.00,4.0
2018-07-20,75,55,65.0,0.3,0,0,0.00,4.0
2018-07-21,0,0,0,0,0,0,0,4.0
2018-07-22,79,60,69.5,4.8,0,5,0.00,4.0
2018-07-23,81,58,69.5,4.8,0,5,0.00,4.0
2018-07-24,81,0,0,0,0,0,0.00,4.0
2018-07-25,80,57,68.5,3.8,0,4,0.00,4.0
2018-07-26,76,58,67.0,2.2,0,2,0.00,4.0
2018-07-27,74,58,66.0,1.2,0,1,0.00,4.0
2018-07-28,74,56,65.0,0.2,0,0,0.00,4.0
2018-07-29,0,0,0,0,0,0,0,4.0
2018-07-30,75,55,65.0,0.2,0,0,0.00,4.0
2018-07-31,75,56,65.5,0.7,0,1,0.00,4.0
2018-08-01,73,55,64.0,-0.9,1,0,0.00,4.0
2018-08-02,75,55,65.0,0.1,0,0,0.00,4.0
2018-08-03,72,51,61.5,-3.4,3,0,0.001,4.0
2018-08-04,76,50,63.0,-1.9,2,0,0.001,4.0
2018-08-05,78,53,65.5,0.5,0,1,0.00,4.0
2018-08-06,80,49,64.5,-0.5,0,0,0.00,4.0
2018-08-07,71,53,62.0,-3.0,3,0,0.00,4.0
2018-08-08,75,53,64.0,-1.0,1,0,0.001,4.0
2018-08-09,83,52,67.5,2.4,0,3,0.00,4.0
2018-08-10,74,53,63.5,-1.6,1,0,0.00,4.0
2018-08-11,75,55,65.0,-0.1,0,0,0.00,4.0
2018-08-12,72,52,62.0,-3.2,3,0,0.00,4.0
2018-08-13,73,58,65.5,0.3,0,1,0.00,4.0
2018-08-14,75,54,64.5,-0.7,0,0,0.001,4.0
2018-08-15,81,56,68.5,3.2,0,4,0,4.0
2018-08-16,77,55,66.0,0.7,0,1,0,4.0
2018-08-17,70,53,61.5,-3.8,3,0,0,4.0
2018-08-18,71,63,67.0,1.7,0,2,0,4.0
2018-08-19,81,53,67.0,1.6,0,2,0.00,4.0
2018-08-20,0,0,0,0,0,0,0,4.0
2018-08-21,70,55,62.5,-2.9,2,0,0.00,4.0
2018-08-22,0,0,0,0,0,0,0,4.0
2018-08-23,72,63,67.5,2.0,0,3,0.00,4.0
2018-08-24,74,54,64.0,-1.5,1,0,0.00,4.0
2018-08-25,68,58,63.0,-2.5,2,0,0.00,4.0
2018-08-26,69,56,62.5,-3.0,2,0,0.00,4.0
2018-08-27,66,58,62.0,-3.5,3,0,0.00,4.0
2018-08-28,71,60,65.5,0.0,0,1,0.00,4.0
2018-08-29,75,55,65.0,-0.5,0,0,0.00,4.0
2018-08-30,75,58,66.5,1.0,0,2,0.00,4.0
2018-08-31,0,0,0,0,0,0,0,4.0
2018-09-01,76,54,65.0,-0.5,0,0,0.00,4.0
2018-09-02,65,57,61.0,-4.5,4,0,0.00,4.0
2018-09-03,65,57,61.0,-4.4,4,0,0.00,4.0
2018-09-04,70,58,64.0,-1.4,1,0,0.00,4.0
2018-09-05,70,57,63.5,-1.9,1,0,0.00,4.0
2018-09-06,73,58,65.5,0.1,0,1,0.00,4.0
2018-09-07,77,53,65.0,-0.3,0,0,0.00,4.0
2018-09-08,76,50,63.0,-2.3,2,0,0.00,4.0
2018-09-09,76,49,62.5,-2.7,2,0,0.001,4.0
2018-09-10,72,50,61.0,-4.2,4,0,0.001,4.0
2018-09-11,74,49,61.5,-3.6,3,0,0.00,4.0
2018-09-12,82,48,65.0,-0.1,0,0,0.001,4.0
2018-09-13,79,49,64.0,-1.0,1,0,0.00,4.0
2018-09-14,80,48,64.0,-0.9,1,0,0.00,4.0
2018-09-15,80,47,63.5,-1.4,1,0,0.00,4.0
2018-09-16,80,47,63.5,-1.3,1,0,0.00,4.0
2018-09-17,80,50,65.0,0.3,0,0,0.00,4.0
2018-09-18,76,49,62.5,-2.1,2,0,0.00,4.0
2018-09-19,72,53,62.5,-2.0,2,0,0.00,4.0
2018-09-20,90,50,70.0,5.5,0,5,0.00,4.0
2018-09-21,90,49,69.5,5.1,0,5,0.00,4.0
2018-09-22,69,48,58.5,-5.8,6,0,0.00,4.0
2018-09-23,71,48,59.5,-4.7,5,0,0.00,4.0
2018-09-24,64,48,56.0,-8.1,9,0,0.00,4.0
2018-09-25,66,52,59.0,-5.0,6,0,0.00,4.0
2018-09-26,0,0,0,0,0,0,0.00,4.0
2018-09-27,75,53,64.0,0.2,1,0,0.00,4.0
2018-09-28,66,53,59.5,-4.2,5,0,0.001,4.0
2018-09-29,71,55,63.0,-0.6,2,0,0.01,4.0
2018-09-30,77,54,65.5,2.0,0,1,0.00,4.0
2006-05-01,87,49,68.0,8.1,0,3,0.00,5.0
2006-05-02,84,46,65.0,4.9,0,0,0.00,5.0
2006-05-03,65,50,57.5,-2.8,7,0,0.00,5.0
2006-05-04,70,50,60.0,-0.5,5,0,0.00,5.0
2006-05-05,66,50,58.0,-2.7,7,0,0.00,5.0
2006-05-06,64,49,56.5,-4.4,8,0,0.00,5.0
2006-05-07,80,44,62.0,0.9,3,0,0.00,5.0
2006-05-08,78,50,64.0,2.8,1,0,0.00,5.0
2006-05-09,82,47,64.5,3.1,0,0,0.00,5.0
2006-05-10,88,49,68.5,6.9,0,4,0.00,5.0
2006-05-11,87,50,68.5,6.8,0,4,0.00,5.0
2006-05-12,83,50,66.5,4.6,0,2,0.00,5.0
2006-05-13,79,50,64.5,2.5,0,0,0.00,5.0
2006-05-14,93,47,70.0,7.8,0,5,0.00,5.0
2006-05-15,90,58,74.0,11.7,0,9,0.00,5.0
2006-05-16,84,56,70.0,7.5,0,5,0.00,5.0
2006-05-17,83,54,68.5,5.9,0,4,0.00,5.0
2006-05-18,84,50,67.0,4.3,0,2,0.00,5.0
2006-05-19,71,53,62.0,-0.8,3,0,0.04,5.0
2006-05-20,73,53,63.0,0.0,2,0,0.00,5.0
2006-05-21,69,53,61.0,-2.1,4,0,0.60,5.0
2006-05-22,71,53,62.0,-1.2,3,0,0.01,5.0
2006-05-23,76,55,65.5,2.1,0,1,0.001,5.0
2006-05-24,75,53,64.0,0.5,1,0,0.00,5.0
2006-05-25,70,51,60.5,-3.1,4,0,0.00,5.0
2006-05-26,68,50,59.0,-4.7,6,0,0.00,5.0
2006-05-27,66,50,58.0,-5.9,7,0,0.00,5.0
2006-05-28,74,45,59.5,-4.5,5,0,0.00,5.0
2006-05-29,77,44,60.5,-3.7,4,0,0.00,5.0
2006-05-30,81,49,65.0,0.7,0,0,0.00,5.0
2006-05-31,83,51,67.0,2.5,0,2,0.00,5.0
2006-06-01,84,55,69.5,4.9,0,5,0.00,5.0
2006-06-02,83,59,71.0,6.2,0,6,0.00,5.0
2006-06-03,89,55,72.0,7.0,0,7,0.00,5.0
2006-06-04,80,55,67.5,2.4,0,3,0.00,5.0
2006-06-05,74,54,64.0,-1.3,1,0,0.00,5.0
2006-06-06,83,52,67.5,2.0,0,3,0.00,5.0
2006-06-07,80,53,66.5,0.8,0,2,0.00,5.0
2006-06-08,73,52,62.5,-3.4,2,0,0.00,5.0
2006-06-09,79,52,65.5,-0.6,0,1,0.00,5.0
2006-06-10,71,52,61.5,-4.8,3,0,0.00,5.0
2006-06-11,72,52,62.0,-4.5,3,0,0.00,5.0
2006-06-12,67,54,60.5,-6.2,4,0,0.00,5.0
2006-06-13,69,53,61.0,-6.0,4,0,0.00,5.0
2006-06-14,75,49,62.0,-5.2,3,0,0.001,5.0
2006-06-15,84,53,68.5,1.1,0,4,0.00,5.0
2006-06-16,96,55,75.5,7.9,0,11,0.00,5.0
2006-06-17,94,58,76.0,8.1,0,11,0.00,5.0
2006-06-18,84,54,69.0,0.9,0,4,0.00,5.0
2006-06-19,82,52,67.0,-1.4,0,2,0.00,5.0
2006-06-20,94,54,74.0,5.4,0,9,0.00,5.0
2006-06-21,100,58,79.0,10.2,0,14,0.00,5.0
2006-06-22,103,59,81.0,11.9,0,16,0.00,5.0
2006-06-23,101,62,81.5,12.2,0,17,0.00,5.0
2006-06-24,94,60,77.0,7.5,0,12,0.00,5.0
2006-06-25,95,60,77.5,7.8,0,13,0.00,5.0
2006-06-26,96,62,79.0,9.0,0,14,0.00,5.0
2006-06-27,90,62,76.0,5.8,0,11,0.00,5.0
2006-06-28,96,59,77.5,7.1,0,13,0.001,5.0
2006-06-29,92,57,74.5,3.9,0,10,0.00,5.0
2006-06-30,78,55,66.5,-4.3,0,2,0.00,5.0
2006-07-01,89,55,72.0,1.0,0,7,0.00,5.0
2006-07-02,83,55,69.0,-2.2,0,4,0.00,5.0
2006-07-03,82,53,67.5,-3.8,0,3,0.00,5.0
2006-07-04,79,53,66.0,-5.5,0,1,0.00,5.0
2006-07-05,75,53,64.0,-7.6,1,0,0.00,5.0
2006-07-06,80,53,66.5,-5.3,0,2,0.00,5.0
2006-07-07,95,49,72.0,0.1,0,7,0.00,5.0
2006-07-08,100,56,78.0,6.0,0,13,0.00,5.0
2006-07-09,99,56,77.5,5.4,0,13,0.00,5.0
2006-07-10,83,55,69.0,-3.2,0,4,0.00,5.0
2006-07-11,77,54,65.5,-6.8,0,1,0.00,5.0
2006-07-12,79,53,66.0,-6.4,0,1,0.00,5.0
2006-07-13,96,58,77.0,4.5,0,12,0.00,5.0
2006-07-14,89,58,73.5,0.9,0,9,0.00,5.0
2006-07-15,96,56,76.0,3.4,0,11,0.00,5.0
2006-07-16,102,62,82.0,9.3,0,17,0.00,5.0
2006-07-17,106,63,84.5,11.8,0,20,0.00,5.0
2006-07-18,101,67,84.0,11.3,0,19,0.00,5.0
2006-07-19,96,71,83.5,10.7,0,19,0.001,5.0
2006-07-20,101,68,84.5,11.7,0,20,0.00,5.0
2006-07-21,109,69,89.0,16.2,0,24,0.00,5.0
2006-07-22,111,75,93.0,20.2,0,28,0.00,5.0
2006-07-23,113,79,96.0,23.2,0,31,0.00,5.0
2006-07-24,109,75,92.0,19.2,0,27,0.00,5.0
2006-07-25,109,73,91.0,18.2,0,26,0.00,5.0
2006-07-26,98,64,81.0,8.2,0,16,0.00,5.0
2006-07-27,93,60,76.5,3.8,0,12,0.00,5.0
2006-07-28,88,59,73.5,0.8,0,9,0.00,5.0
2006-07-29,82,59,70.5,-2.2,0,6,0.00,5.0
2006-07-30,87,60,73.5,0.8,0,9,0.00,5.0
2006-07-31,81,57,69.0,-3.7,0,4,0.00,5.0
2006-08-01,86,55,70.5,-2.1,0,6,0.00,5.0
2006-08-02,88,57,72.5,-0.1,0,8,0.00,5.0
2006-08-03,90,55,72.5,-0.1,0,8,0.00,5.0
2006-08-04,82,56,69.0,-3.6,0,4,0.00,5.0
2006-08-05,80,58,69.0,-3.5,0,4,0.00,5.0
2006-08-06,80,56,68.0,-4.5,0,3,0.00,5.0
2006-08-07,74,57,65.5,-7.0,0,1,0.00,5.0
2006-08-08,89,59,74.0,1.5,0,9,0.00,5.0
2006-08-09,99,60,79.5,7.0,0,15,0.00,5.0
2006-08-10,95,63,79.0,6.6,0,14,0.00,5.0
2006-08-11,85,56,70.5,-1.9,0,6,0.00,5.0
2006-08-12,85,54,69.5,-2.9,0,5,0.00,5.0
2006-08-13,86,56,71.0,-1.4,0,6,0.00,5.0
2006-08-14,78,56,67.0,-5.4,0,2,0.00,5.0
2006-08-15,81,56,68.5,-3.9,0,4,0.00,5.0
2006-08-16,79,55,67.0,-5.4,0,2,0.00,5.0
2006-08-17,89,49,69.0,-3.4,0,4,0.00,5.0
2006-08-18,87,56,71.5,-0.8,0,7,0.00,5.0
2006-08-19,87,54,70.5,-1.8,0,6,0.00,5.0
2006-08-20,79,55,67.0,-5.3,0,2,0.00,5.0
2006-08-21,81,54,67.5,-4.8,0,3,0.00,5.0
2006-08-22,93,55,74.0,1.7,0,9,0.00,5.0
2006-08-23,90,54,72.0,-0.3,0,7,0.00,5.0
2006-08-24,85,51,68.0,-4.2,0,3,0.00,5.0
2006-08-25,80,56,68.0,-4.2,0,3,0.00,5.0
2006-08-26,86,56,71.0,-1.2,0,6,0.00,5.0
2006-08-27,90,56,73.0,0.8,0,8,0.00,5.0
2006-08-28,88,55,71.5,-0.6,0,7,0.00,5.0
2006-08-29,79,54,66.5,-5.6,0,2,0.00,5.0
2006-08-30,92,54,73.0,1.0,0,8,0.00,5.0
2006-08-31,97,58,77.5,5.5,0,13,0.00,5.0
2006-09-01,92,58,75.0,3.1,0,10,0.00,5.0
2006-09-02,83,54,68.5,-3.3,0,4,0.00,5.0
2006-09-03,80,54,67.0,-4.7,0,2,0.00,5.0
2006-09-04,85,53,69.0,-2.7,0,4,0.00,5.0
2006-09-05,98,53,75.5,3.9,0,11,0.00,5.0
2006-09-06,95,55,75.0,3.5,0,10,0.00,5.0
2006-09-07,91,57,74.0,2.6,0,9,0.00,5.0
2006-09-08,71,56,63.5,-7.7,1,0,0.00,5.0
2006-09-09,73,53,63.0,-8.1,2,0,0.00,5.0
2006-09-10,86,55,70.5,-0.5,0,6,0.00,5.0
2006-09-11,94,56,75.0,4.1,0,10,0.00,5.0
2006-09-12,102,58,80.0,9.3,0,15,0.00,5.0
2006-09-13,96,57,76.5,5.9,0,12,0.00,5.0
2006-09-14,72,55,63.5,-6.9,1,0,0.00,5.0
2006-09-15,70,52,61.0,-9.2,4,0,0.00,5.0
2006-09-16,79,46,62.5,-7.6,2,0,0.00,5.0
2006-09-17,88,48,68.0,-1.9,0,3,0.00,5.0
2006-09-18,92,55,73.5,3.8,0,9,0.00,5.0
2006-09-19,80,55,67.5,-2.0,0,3,0.00,5.0
2006-09-20,85,52,68.5,-0.8,0,4,0.00,5.0
2006-09-21,87,52,69.5,0.4,0,5,0.00,5.0
2006-09-22,82,57,69.5,0.6,0,5,0.00,5.0
2006-09-23,87,52,69.5,0.8,0,5,0.00,5.0
2006-09-24,89,50,69.5,1.1,0,5,0.00,5.0
2006-09-25,91,51,71.0,2.8,0,6,0.00,5.0
2006-09-26,84,53,68.5,0.5,0,4,0.00,5.0
2006-09-27,80,54,67.0,-0.8,0,2,0.00,5.0
2006-09-28,79,53,66.0,-1.5,0,1,0.00,5.0
2006-09-29,75,53,64.0,-3.3,1,0,0.00,5.0
2006-09-30,67,53,60.0,-7.1,5,0,0.00,5.0
2006-10-01,64,54,59.0,-7.8,6,0,0.05,5.0
2006-10-02,70,54,62.0,-4.6,3,0,0.00,5.0
2006-10-03,71,54,62.5,-3.8,2,0,0.00,5.0
2006-10-04,69,52,60.5,-5.6,4,0,0.09,5.0
2006-10-05,68,50,59.0,-6.9,6,0,0.15,5.0
2006-10-06,65,48,56.5,-9.1,8,0,0.00,5.0
2006-10-07,77,46,61.5,-3.9,3,0,0.00,5.0
2006-10-08,85,47,66.0,0.9,0,1,0.00,5.0
2006-10-09,84,48,66.0,1.1,0,1,0.00,5.0
2006-10-10,74,52,63.0,-1.6,2,0,0.00,5.0
2006-10-11,79,47,63.0,-1.4,2,0,0.00,5.0
2006-10-12,84,48,66.0,1.9,0,1,0.00,5.0
2006-10-13,72,49,60.5,-3.3,4,0,0.00,5.0
2006-10-14,68,54,61.0,-2.6,4,0,0.00,5.0
2006-10-15,58,54,56.0,-7.3,9,0,0.00,5.0
2006-10-16,67,51,59.0,-4.1,6,0,0.00,5.0
2006-10-17,74,45,59.5,-3.3,5,0,0.00,5.0
2006-10-18,75,48,61.5,-1.0,3,0,0.00,5.0
2006-10-19,82,45,63.5,1.3,1,0,0.00,5.0
2006-10-20,83,48,65.5,3.5,0,1,0.00,5.0
2006-10-21,81,47,64.0,2.3,1,0,0.00,5.0
2006-10-22,87,47,67.0,5.6,0,2,0.00,5.0
2006-10-23,87,47,67.0,5.9,0,2,0.00,5.0
2006-10-24,80,47,63.5,2.7,1,0,0.00,5.0
2006-10-25,74,45,59.5,-1.0,5,0,0.00,5.0
2006-10-26,74,49,61.5,1.3,3,0,0.00,5.0
2006-10-27,79,44,61.5,1.6,3,0,0.00,5.0
2006-10-28,78,41,59.5,-0.1,5,0,0.00,5.0
